Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Age_Group,Addicted_Score_Norm,Addiction_Level
682,22,Male,Graduate,Canada,5.8,Tiktok,Yes,6.6,6,Single,3,7,22-24,0.3550483996471,Medium
683,20,Female,Undergraduate,Uk,6.1,Twitter,Yes,6.4,5,Single,4,8,19-21,0.9855499657710435,High
684,23,Male,Graduate,Italy,4.8,Facebook,No,7.1,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
685,21,Female,Undergraduate,Russia,6.7,Instagram,Yes,6.0,4,Single,5,9,19-21,1.616051531894987,High
686,24,Male,Graduate,China,5.5,Wechat,Yes,6.8,6,In Relationship,3,7,22-24,0.3550483996471,Medium
687,19,Female,Undergraduate,Japan,4.2,Twitter,No,7.5,8,Single,2,4,19-21,-1.5364562987247306,Low
688,22,Male,Graduate,Poland,6.3,Tiktok,Yes,6.2,5,Single,4,8,22-24,0.9855499657710435,High
689,20,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
690,23,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,22-24,0.9855499657710435,High
691,21,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
692,24,Male,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,22-24,0.3550483996471,Medium
693,19,Female,Undergraduate,India,7.0,Tiktok,Yes,5.8,4,Single,5,9,19-21,1.616051531894987,High
694,22,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
695,20,Female,Undergraduate,Turkey,6.6,Instagram,Yes,6.1,5,Single,4,8,19-21,0.9855499657710435,High
696,23,Male,Graduate,Usa,5.5,Twitter,Yes,6.7,6,In Relationship,3,7,22-24,0.3550483996471,Medium
697,21,Female,Undergraduate,Mexico,6.3,Tiktok,Yes,6.2,5,Single,4,8,19-21,0.9855499657710435,High
698,24,Male,Graduate,France,4.8,Facebook,No,7.1,7,In Relationship,2,5,22-24,-0.9059547326007871,Low
699,19,Female,Undergraduate,Canada,5.7,Instagram,Yes,6.6,6,Single,3,7,19-21,0.3550483996471,Medium
700,22,Male,Graduate,Uk,6.2,Twitter,Yes,6.3,5,Single,4,8,22-24,0.9855499657710435,High
701,20,Female,Undergraduate,Italy,4.7,Tiktok,No,7.2,7,In Relationship,2,5,19-21,-0.9059547326007871,Low
702,23,Male,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,22-24,1.616051531894987,High
703,21,Female,Undergraduate,China,5.6,Wechat,Yes,6.7,6,In Relationship,3,7,19-21,0.3550483996471,Medium
704,24,Male,Graduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4,22-24,-1.5364562987247306,Low
705,19,Female,Undergraduate,Poland,6.2,Facebook,Yes,6.3,5,Single,4,8,19-21,0.9855499657710435,High
